@relation electricity

@attribute date numeric
@attribute day {1,2,3,4,5,6,7}
@attribute period numeric
@attribute nswprice numeric
@attribute nswdemand numeric
@attribute vicprice numeric
@attribute vicdemand numeric
@attribute transfer numeric
@attribute class {UP,DOWN}

@data
960510,5,1,2527,7365,?,?,0,UP
960510,5,2,2527,7195,?,?,0,UP
960510,5,3,2482,6933,?,?,0,UP
960510,5,4,2507,6478,?,?,0,UP
960510,5,5,2527,6111,?,?,0,UP
960510,5,7,2464,5533,?,?,0,UP
960510,5,8,2464,5378,?,?,0,UP
960510,5,9,2563,5312,?,?,0,UP
960510,5,10,2477,5347,?,?,0,UP
960510,5,11,2477,5504,?,?,0,UP
960510,5,12,2563,5799,?,?,0,UP
960510,5,13,2598,6386,?,?,0,UP
960510,5,15,2991,7002,?,?,0,UP
960510,5,16,2991,7351,?,?,0,UP
960510,5,17,2991,7613,?,?,0,UP
960510,5,18,2991,7639,?,?,0,UP
960510,5,19,4985,7918,?,?,0,UP
960510,5,20,2991,7977,?,?,0,UP
960510,5,21,2991,7872,?,?,0,UP
960510,5,22,2991,7747,?,?,0,UP
960510,5,24,4893,7605,?,?,0,UP
960510,5,26,6438,7518,?,?,0,UP
960510,5,27,6480,7456,?,?,0,UP
960510,5,28,6438,7421,?,?,0,UP
960510,5,29,4651,7377,?,?,0,UP
960510,5,30,4985,7344,?,?,0,UP
960510,5,31,2991,7228,?,?,0,UP
960510,5,32,2991,7221,?,?,0,UP
960510,5,33,2207,7243,?,?,0,DOWN
960510,5,34,2991,7358,?,?,0,UP
960510,5,35,2991,7632,?,?,0,UP
960510,5,37,1585,7862,?,?,0,DOWN
960510,5,43,2426,6641,?,?,0,DOWN
960510,5,45,2426,6838,?,?,0,DOWN
960511,6,10,1564,4957,?,?,0,DOWN
960511,6,22,1574,6984,?,?,0,DOWN
960511,6,31,2403,6187,?,?,0,UP
960511,6,32,2423,6205,?,?,0,UP
960511,6,33,2684,6233,?,?,0,UP
960511,6,34,2684,6413,?,?,0,UP
960511,6,35,2423,6715,?,?,0,UP
960511,6,36,2684,7295,?,?,0,UP
960511,6,37,2423,7353,?,?,0,UP
960511,6,38,2403,7154,?,?,0,UP
960511,6,45,2403,6274,?,?,0,UP
960512,7,6,2079,5023,?,?,0,UP
960512,7,7,2079,4860,?,?,0,UP
960512,7,9,2079,4665,?,?,0,UP
960512,7,10,2079,4629,?,?,0,UP
960512,7,11,2128,4706,?,?,0,UP
960512,7,12,2079,4774,?,?,0,UP
960512,7,16,1574,5487,?,?,0,DOWN
960512,7,23,2388,6541,?,?,0,UP
960512,7,25,2388,6346,?,?,0,UP
960512,7,26,2311,6163,?,?,0,UP
960512,7,35,1575,6365,?,?,0,DOWN
960512,7,36,1580,6880,?,?,0,DOWN
960512,7,37,2311,6989,?,?,0,UP
960512,7,40,1574,6605,?,?,0,DOWN
960513,1,14,1569,6745,?,?,0,DOWN
960513,1,15,3489,6798,?,?,0,UP
960513,1,16,3489,7204,?,?,0,UP
960513,1,17,5192,7402,?,?,0,UP
960513,1,18,5103,7431,?,?,0,UP
960513,1,20,3489,7835,?,?,0,UP
960513,1,21,3489,7763,?,?,0,UP
960513,1,22,2492,7628,?,?,0,UP
960513,1,23,3489,7602,?,?,0,UP
960513,1,24,3489,7586,?,?,0,UP
960513,1,25,4365,7558,?,?,0,UP
960513,1,26,3489,7476,?,?,0,UP
960513,1,27,3489,7491,?,?,0,UP
960513,1,28,4365,7490,?,?,0,UP
960513,1,29,4365,7455,?,?,0,UP
960513,1,30,4365,7418,?,?,0,UP
960513,1,31,4365,7346,?,?,0,UP
960513,1,32,4365,7453,?,?,0,UP
960513,1,33,5982,7563,?,?,0,UP
960513,1,34,5982,7886,?,?,0,UP
960513,1,35,6969,8251,?,?,0,UP
960513,1,36,6480,8654,?,?,0,UP
960513,1,37,6438,8506,?,?,0,UP
960513,1,38,5982,8289,?,?,0,UP
960513,1,39,5982,8027,?,?,0,UP
960513,1,40,4365,7810,?,?,0,UP
960513,1,41,5192,7615,?,?,0,UP
960513,1,43,3640,7151,?,?,0,UP
960513,1,47,3640,7423,?,?,0,UP
960514,2,3,1574,7027,?,?,0,DOWN
960514,2,9,2598,5333,?,?,0,DOWN
960514,2,10,2598,5337,?,?,0,DOWN
960514,2,14,5399,7209,?,?,0,UP
960514,2,15,5399,7280,?,?,0,UP
960514,2,17,5982,7825,?,?,0,UP
960514,2,18,5982,7794,?,?,0,UP
960514,2,19,5982,8030,?,?,0,UP
960514,2,20,5982,8121,?,?,0,UP
960514,2,21,5399,7996,?,?,0,UP
960514,2,23,5399,7746,?,?,0,UP
960514,2,24,4776,7697,?,?,0,UP
960514,2,25,4365,7616,?,?,0,UP
960514,2,26,4776,7634,?,?,0,UP
960514,2,27,4776,7649,?,?,0,UP
960514,2,28,4776,7577,?,?,0,UP
960514,2,29,4776,7499,?,?,0,UP
960514,2,30,4365,7465,?,?,0,UP
960514,2,31,4365,7420,?,?,0,UP
960514,2,32,4365,7533,?,?,0,UP
960514,2,33,5399,7628,?,?,0,UP
960514,2,34,5982,7909,?,?,0,UP
960514,2,35,6480,8389,?,?,0,UP
960514,2,36,6480,8836,?,?,0,UP
960514,2,37,6480,8750,?,?,0,UP
960514,2,38,6292,8544,?,?,0,UP
960514,2,39,5982,8208,?,?,0,UP
960514,2,41,4776,7876,?,?,0,UP
960514,2,42,4054,7689,?,?,0,DOWN
960514,2,45,4365,7359,?,?,0,UP
960515,3,3,2845,7174,?,?,0,DOWN
960515,3,6,2684,6012,?,?,0,DOWN
960515,3,13,4054,6595,?,?,0,DOWN
960515,3,14,4672,7309,?,?,0,UP
960515,3,15,5399,7375,?,?,0,UP
960515,3,17,5982,7932,?,?,0,UP
960515,3,18,5399,7859,?,?,0,UP
960515,3,19,4672,8063,?,?,0,UP
960515,3,22,3988,7836,?,?,0,DOWN
960515,3,24,3988,7658,?,?,0,DOWN
960515,3,30,2991,7240,?,?,0,DOWN
960515,3,33,2991,7387,?,?,0,DOWN
960515,3,34,3988,7636,?,?,0,UP
960515,3,35,6779,8107,?,?,0,UP
960515,3,36,6779,8613,?,?,0,UP
960515,3,37,6779,8527,?,?,0,UP
960515,3,38,6438,8338,?,?,0,UP
960515,3,39,5399,8076,?,?,0,UP
960515,3,40,4672,7906,?,?,0,UP
960515,3,41,3988,7768,?,?,0,UP
960515,3,42,3988,7559,?,?,0,UP
960515,3,43,3988,7287,?,?,0,UP
960515,3,44,3988,6961,?,?,0,UP
960515,3,45,4672,7291,?,?,0,UP
960515,3,46,4365,7395,?,?,0,UP
960515,3,47,4484,7552,?,?,0,UP
960515,3,48,4054,7558,?,?,0,UP
960516,4,1,4672,7570,?,?,0,UP
960516,4,2,4054,7393,?,?,0,UP
960516,4,5,2598,6340,?,?,0,DOWN
960516,4,9,2494,5419,?,?,0,DOWN
960516,4,14,4365,7254,?,?,0,UP
960516,4,15,4365,7335,?,?,0,UP
960516,4,16,4984,7801,?,?,0,UP
960516,4,17,4984,7929,?,?,0,UP
960516,4,18,4365,7883,?,?,0,UP
960516,4,21,3589,8115,?,?,0,DOWN
960516,4,23,3589,7884,?,?,0,DOWN
960516,4,34,4054,8019,?,?,0,UP
960516,4,35,4985,8418,?,?,0,UP
960516,4,36,4985,8836,?,?,0,UP
960516,4,37,4985,8781,?,?,0,UP
960516,4,38,4985,8620,?,?,0,UP
960516,4,39,4985,8365,?,?,0,UP
960516,4,40,4484,8164,?,?,0,UP
960516,4,41,4054,8041,?,?,0,UP
960516,4,45,4054,7483,?,?,0,UP
960516,4,46,4361,7570,?,?,0,UP
960516,4,47,4361,7638,?,?,0,UP
960516,4,48,4361,7565,?,?,0,UP
960517,5,1,4361,7537,?,?,0,UP
960517,5,3,3698,7191,?,?,0,UP
960517,5,5,2702,6349,?,?,0,DOWN
960517,5,12,4054,5931,?,?,0,UP
960517,5,13,4484,6555,?,?,0,UP
960517,5,16,2640,7815,?,?,0,DOWN
960517,5,17,4365,7949,?,?,0,UP
960517,5,18,4362,7930,?,?,0,UP
960517,5,19,5932,8148,?,?,0,UP
960517,5,20,5607,8190,?,?,0,UP
960517,5,21,5607,8070,?,?,0,UP
960517,5,23,4984,7843,?,?,0,UP
960517,5,24,4984,7830,?,?,0,UP
960517,5,25,4876,7768,?,?,0,UP
960517,5,26,4365,7706,?,?,0,UP
960517,5,27,4361,7587,?,?,0,UP
960517,5,28,4365,7513,?,?,0,UP
960517,5,29,1506,7427,?,?,0,DOWN
960517,5,30,4365,7351,?,?,0,UP
960517,5,31,4365,7310,?,?,0,UP
960517,5,32,4984,7366,?,?,0,UP
960517,5,33,5607,7452,?,?,0,UP
960517,5,34,5607,7709,?,?,0,UP
960517,5,35,4484,8087,?,?,0,UP
960517,5,37,4984,8254,?,?,0,UP
960517,5,38,4361,8128,?,?,0,UP
960517,5,47,4361,7566,?,?,0,UP
960517,5,48,4054,7529,?,?,0,UP
960518,6,7,2494,5523,?,?,0,DOWN
960518,6,9,1469,5168,?,?,0,DOWN
960518,6,20,3988,7421,?,?,0,UP
960518,6,21,3988,7321,?,?,0,UP
960518,6,36,3406,7882,?,?,0,UP
960518,6,37,3606,7886,?,?,0,UP
960518,6,39,3299,7382,?,?,0,UP
960518,6,40,3299,7126,?,?,0,UP
960518,6,41,2810,6969,?,?,0,UP
960519,7,1,1473,6526,?,?,0,DOWN
960519,7,8,1469,4883,?,?,0,DOWN
960519,7,14,2242,5159,?,?,0,DOWN
960519,7,15,2275,5311,?,?,0,DOWN
960519,7,16,2689,5671,?,?,0,UP
960519,7,17,2689,6077,?,?,0,UP
960519,7,18,2800,6398,?,?,0,UP
960519,7,19,2800,6733,?,?,0,UP
960519,7,20,2689,6878,?,?,0,UP
960519,7,21,2792,6867,?,?,0,UP
960519,7,22,2861,6763,?,?,0,UP
960519,7,24,2800,6550,?,?,0,UP
960519,7,25,2800,6473,?,?,0,UP
960519,7,26,2800,6370,?,?,0,UP
960519,7,27,2689,6241,?,?,0,UP
960519,7,28,2689,6126,?,?,0,UP
960519,7,29,2689,6035,?,?,0,UP
960519,7,30,2689,5954,?,?,0,UP
960519,7,32,2689,6088,?,?,0,UP
960519,7,33,2689,6241,?,?,0,UP
960519,7,34,2387,6622,?,?,0,DOWN
960519,7,35,3606,7086,?,?,0,UP
960519,7,36,2800,7576,?,?,0,UP
960519,7,37,2689,7675,?,?,0,UP
960519,7,46,2642,6646,?,?,0,UP
960520,1,6,1460,5303,?,?,0,DOWN
960520,1,7,1460,5193,?,?,0,DOWN
960520,1,11,1516,5335,?,?,0,DOWN
960520,1,12,2702,5669,?,?,0,UP
960520,1,13,2948,6304,?,?,0,UP
960520,1,14,3988,7015,?,?,0,UP
960520,1,17,3988,7797,?,?,0,UP
960520,1,18,4365,7793,?,?,0,UP
960520,1,20,4619,8122,?,?,0,UP
960520,1,21,5399,8028,?,?,0,UP
960520,1,22,5399,7858,?,?,0,UP
960520,1,23,5399,7798,?,?,0,UP
960520,1,24,3988,7753,?,?,0,UP
960520,1,25,3988,7674,?,?,0,UP
960520,1,26,3988,7599,?,?,0,UP
960520,1,27,3988,7619,?,?,0,UP
960520,1,28,3988,7553,?,?,0,UP
960520,1,29,3140,7470,?,?,0,UP
960520,1,30,3140,7400,?,?,0,UP
960520,1,31,3988,7377,?,?,0,UP
960520,1,32,3988,7428,?,?,0,UP
960520,1,33,4054,7531,?,?,0,UP
960520,1,34,4573,7789,?,?,0,UP
960520,1,35,3988,8334,?,?,0,UP
960520,1,36,3748,8828,?,?,0,UP
960520,1,37,3988,8728,?,?,0,UP
960520,1,38,3564,8495,?,?,0,UP
960520,1,39,3140,8176,?,?,0,UP
960520,1,41,3140,7840,?,?,0,UP
960520,1,42,3023,7692,?,?,0,UP
960520,1,44,3140,7092,?,?,0,UP
960520,1,45,4484,7358,?,?,0,UP
960520,1,46,4484,7388,?,?,0,UP
960520,1,47,4054,7474,?,?,0,UP
960520,1,48,4054,7442,?,?,0,UP
960521,2,2,3988,7341,?,?,0,UP
960521,2,13,4305,6563,?,?,0,UP
960521,2,14,4365,7290,?,?,0,UP
960521,2,18,4087,8005,?,?,0,UP
960521,2,19,4278,8203,?,?,0,UP
960521,2,21,4087,8139,?,?,0,UP
960521,2,22,4087,7947,?,?,0,UP
960521,2,23,4087,7787,?,?,0,UP
960521,2,25,4087,7704,?,?,0,UP
960521,2,26,4087,7638,?,?,0,UP
960521,2,27,4278,7608,?,?,0,UP
960521,2,28,4087,7568,?,?,0,UP
960521,2,31,4087,7358,?,?,0,UP
960521,2,32,4278,7475,?,?,0,UP
960521,2,33,4365,7590,?,?,0,UP
960521,2,34,4984,7792,?,?,0,UP
960521,2,35,4984,8388,?,?,0,UP
960521,2,36,4485,8931,?,?,0,UP
960521,2,38,4087,8654,?,?,0,UP
960521,2,41,4087,8082,?,?,0,UP
960521,2,44,4087,7234,?,?,0,UP
960521,2,45,4365,7522,?,?,0,UP
960521,2,46,4365,7563,?,?,0,UP
960521,2,47,4365,7601,?,?,0,UP
960521,2,48,4087,7602,?,?,0,UP
960522,3,1,4087,7575,?,?,0,UP
960522,3,2,4087,7473,?,?,0,UP
960522,3,9,2494,5587,?,?,0,DOWN
960522,3,13,4158,6811,?,?,0,UP
960522,3,15,1473,7712,?,?,0,DOWN
960522,3,16,4187,8240,?,?,0,UP
960522,3,17,4187,8397,?,?,0,UP
960522,3,18,4187,8273,?,?,0,UP
960522,3,19,6334,8419,?,?,0,UP
960522,3,20,5607,8472,?,?,0,UP
960522,3,21,4781,8325,?,?,0,UP
960522,3,23,4158,7962,?,?,0,UP
960522,3,24,4158,7893,?,?,0,UP
960522,3,25,4158,7794,?,?,0,UP
960522,3,26,4158,7687,?,?,0,UP
960522,3,27,4158,7640,?,?,0,UP
960522,3,28,4158,7567,?,?,0,UP
960522,3,31,4158,7394,?,?,0,UP
960522,3,32,4158,7480,?,?,0,UP
960522,3,33,4187,7580,?,?,0,UP
960522,3,34,5192,7874,?,?,0,UP
960522,3,35,5192,8458,?,?,0,UP
960522,3,36,6334,9003,?,?,0,UP
960522,3,38,4187,8805,?,?,0,UP
960522,3,39,4187,8558,?,?,0,UP
960522,3,40,4187,8372,?,?,0,UP
960522,3,42,4187,8072,?,?,0,UP
960522,3,44,4158,7337,?,?,0,UP
960522,3,45,4280,7548,?,?,0,UP
960522,3,46,4187,7602,?,?,0,UP
960522,3,48,4187,7641,?,?,0,UP
960523,4,1,4187,7602,?,?,0,UP
960523,4,2,4187,7479,?,?,0,UP
960523,4,13,3984,6732,?,?,0,UP
960523,4,14,4137,7470,?,?,0,UP
960523,4,16,4137,8091,?,?,0,UP
960523,4,18,4137,8066,?,?,0,UP
960523,4,19,4137,8188,?,?,0,UP
960523,4,26,1470,7446,?,?,0,DOWN
960523,4,32,1469,7312,?,?,0,DOWN
960523,4,35,3190,8223,?,?,0,UP
960523,4,36,4137,8687,?,?,0,UP
960523,4,37,3190,8670,?,?,0,UP
960523,4,45,4137,7453,?,?,0,UP
960524,5,1,3190,7489,?,?,0,UP
960524,5,10,2702,5499,?,?,0,UP
960524,5,11,2702,5647,?,?,0,UP
960524,5,13,4137,6667,?,?,0,UP
960524,5,15,3180,7591,?,?,0,UP
960524,5,16,4137,8047,?,?,0,UP
960524,5,17,3180,8173,?,?,0,UP
960524,5,18,3180,8089,?,?,0,UP
960524,5,19,4137,8247,?,?,0,UP
960524,5,21,3180,8086,?,?,0,UP
960524,5,23,3180,7773,?,?,0,UP
960524,5,24,3180,7735,?,?,0,UP
960524,5,31,1473,7223,?,?,0,DOWN
960524,5,34,3180,7558,?,?,0,UP
960524,5,35,4137,8080,?,?,0,UP
960524,5,36,4137,8480,?,?,0,UP
960524,5,37,4138,8399,?,?,0,UP
960524,5,38,3180,8227,?,?,0,UP
960524,5,41,3180,7637,?,?,0,UP
960524,5,42,3180,7505,?,?,0,UP
960524,5,44,3509,6961,?,?,0,UP
960524,5,45,5381,7302,?,?,0,UP
960524,5,46,4137,7415,?,?,0,UP
960524,5,47,4413,7549,?,?,0,UP
960524,5,48,4137,7536,?,?,0,UP
960525,6,1,4137,7470,?,?,0,UP
960525,6,2,4137,7322,?,?,0,UP
960525,6,4,3509,6705,?,?,0,UP
960525,6,5,3006,6284,?,?,0,UP
960525,6,6,2702,5943,?,?,0,DOWN
960525,6,14,3012,5825,?,?,0,UP
960525,6,15,3029,6166,?,?,0,UP
960525,6,16,4087,6739,?,?,0,UP
960525,6,17,4569,7207,?,?,0,UP
960525,6,18,4569,7457,?,?,0,UP
960525,6,19,5229,7670,?,?,0,UP
960525,6,20,5229,7629,?,?,0,UP
960525,6,22,4569,7227,?,?,0,UP
960525,6,23,4569,7039,?,?,0,UP
960525,6,25,4087,6730,?,?,0,UP
960525,6,26,4087,6629,?,?,0,UP
960525,6,30,3430,6273,?,?,0,UP
960525,6,33,4087,6510,?,?,0,UP
960525,6,34,4858,6899,?,?,0,UP
960525,6,35,6965,7441,?,?,0,UP
960525,6,36,6965,8024,?,?,0,UP
960525,6,37,5249,8036,?,?,0,UP
960525,6,38,4087,7860,?,?,0,UP
960525,6,39,4569,7599,?,?,0,UP
960525,6,40,4087,7355,?,?,0,UP
960525,6,47,4087,6912,?,?,0,UP
960526,7,18,3898,6568,?,?,0,UP
960526,7,19,4087,6862,?,?,0,UP
960526,7,20,4087,6940,?,?,0,UP
960526,7,21,4087,6854,?,?,0,UP
960526,7,23,4087,6614,?,?,0,UP
960526,7,32,2912,5925,?,?,0,DOWN
960526,7,34,4394,6485,?,?,0,UP
960526,7,35,5229,7170,?,?,0,UP
960526,7,36,5249,7752,?,?,0,UP
960526,7,37,5249,7860,?,?,0,UP
960526,7,38,4087,7780,?,?,0,UP
960526,7,39,4361,7616,?,?,0,UP
960526,7,41,4361,7322,?,?,0,UP
960526,7,42,4217,7209,?,?,0,UP
960526,7,43,4087,6929,?,?,0,UP
960526,7,44,4087,6624,?,?,0,UP
960526,7,45,3898,6772,?,?,0,UP
960526,7,46,4087,6766,?,?,0,UP
960526,7,47,4087,6816,?,?,0,UP
960527,1,8,2702,5247,?,?,0,DOWN
960527,1,11,3118,5523,?,?,0,DOWN
960527,1,12,4087,5917,?,?,0,UP
960527,1,13,4204,6599,?,?,0,UP
960527,1,14,7270,7361,?,?,0,UP
960527,1,15,5192,7587,?,?,0,UP
960527,1,16,7019,8122,?,?,0,UP
960527,1,17,7005,8271,?,?,0,UP
960527,1,18,7270,8220,?,?,0,UP
960527,1,19,9970,8375,?,?,0,UP
960527,1,20,8101,8411,?,?,0,UP
960527,1,21,7628,8306,?,?,0,UP
960527,1,22,7628,8085,?,?,0,UP
960527,1,23,7477,7952,?,?,0,UP
960527,1,24,7477,7906,?,?,0,UP
960527,1,25,7019,7797,?,?,0,UP
960527,1,26,6965,7707,?,?,0,UP
960527,1,27,6965,7649,?,?,0,UP
960527,1,28,6752,7584,?,?,0,UP
960527,1,29,7019,7498,?,?,0,UP
960527,1,30,7019,7462,?,?,0,UP
960527,1,31,6804,7408,?,?,0,UP
960527,1,32,7019,7474,?,?,0,UP
960527,1,33,7239,7623,?,?,0,UP
960527,1,34,7628,8027,?,?,0,UP
960527,1,35,9812,8658,?,?,0,UP
960527,1,36,9935,9115,?,?,0,UP
960527,1,37,7616,9033,?,?,0,UP
960527,1,39,7477,8536,?,?,0,UP
960527,1,40,6302,8375,?,?,0,UP
960527,1,41,6334,8187,?,?,0,UP
960527,1,48,4087,7578,?,?,0,DOWN
960528,2,11,2598,5713,?,?,0,DOWN
960528,2,17,1465,8386,?,?,0,DOWN
960529,3,9,2598,5555,?,?,0,UP
960529,3,10,2744,5554,?,?,0,UP
960529,3,11,2744,5735,?,?,0,UP
960529,3,12,2744,6091,?,?,0,UP
960529,3,13,3064,6823,?,?,0,UP
960529,3,15,1470,7813,?,?,0,DOWN
960529,3,16,2991,8279,?,?,0,UP
960529,3,27,1465,7454,?,?,0,DOWN
960529,3,35,2260,8392,?,?,0,UP
960529,3,45,3419,7577,?,?,0,UP
960530,4,2,2820,7551,?,?,0,UP
960530,4,3,2598,7387,?,?,0,UP
960530,4,4,2598,6906,?,?,0,UP
960530,4,5,2744,6551,?,?,0,UP
960530,4,6,2598,6250,?,?,0,UP
960530,4,7,2536,5944,?,?,0,UP
960530,4,8,2598,5711,?,?,0,UP
960530,4,9,2598,5610,?,?,0,UP
960530,4,10,2598,5598,?,?,0,UP
960530,4,11,2744,5777,?,?,0,UP
960530,4,12,2747,6113,?,?,0,UP
960530,4,13,3084,6828,?,?,0,UP
960530,4,14,4087,7518,?,?,0,UP
960530,4,18,1465,8252,?,?,0,DOWN
960530,4,27,1465,7567,?,?,0,DOWN
960530,4,34,1888,7706,?,?,0,UP
960530,4,40,1463,8358,?,?,0,DOWN
960531,5,4,2598,6912,?,?,0,UP
960531,5,5,2598,6499,?,?,0,UP
960531,5,6,2598,6202,?,?,0,UP
960531,5,7,2598,5891,?,?,0,UP
960531,5,8,1460,5689,?,?,0,DOWN
960531,5,10,2601,5531,?,?,0,UP
960531,5,11,2747,5751,?,?,0,UP
960531,5,12,2775,6097,?,?,0,UP
960531,5,13,2905,6779,?,?,0,UP
960531,5,14,4087,7538,?,?,0,UP
960531,5,26,1465,7517,?,?,0,DOWN
960531,5,39,1465,8130,?,?,0,DOWN
960531,5,41,1465,7797,?,?,0,DOWN
960531,5,46,1470,7507,?,?,0,DOWN
960601,6,9,2018,5261,?,?,0,UP
960601,6,11,2018,5196,?,?,0,UP
960601,6,12,2231,5337,?,?,0,UP
960601,6,13,2702,5609,?,?,0,UP
960601,6,14,2435,5908,?,?,0,UP
960601,6,15,2794,6270,?,?,0,UP
960601,6,17,2991,7387,?,?,0,UP
960601,6,18,3191,7655,?,?,0,UP
960601,6,19,4052,7846,?,?,0,UP
960601,6,20,3634,7793,?,?,0,UP
960601,6,21,2991,7588,?,?,0,UP
960601,6,34,2794,6900,?,?,0,UP
960601,6,35,3546,7428,?,?,0,UP
960601,6,36,3546,7897,?,?,0,UP
960601,6,37,2991,7881,?,?,0,UP
960602,7,3,1460,6068,?,?,0,DOWN
960602,7,20,1470,7083,?,?,0,DOWN
960602,7,21,1470,7130,?,?,0,DOWN
960602,7,24,2794,6978,?,?,0,UP
960602,7,25,2794,6928,?,?,0,UP
960602,7,27,2794,6697,?,?,0,UP
960602,7,28,2794,6565,?,?,0,UP
960602,7,29,2743,6508,?,?,0,UP
960602,7,30,2743,6442,?,?,0,UP
960602,7,31,2794,6514,?,?,0,UP
960602,7,32,2794,6568,?,?,0,UP
960602,7,33,2887,6719,?,?,0,UP
960602,7,34,2988,7103,?,?,0,UP
960602,7,35,4047,7593,?,?,0,UP
960602,7,36,4047,8031,?,?,0,UP
960602,7,37,2988,8115,?,?,0,UP
960602,7,38,2887,7977,?,?,0,UP
960602,7,42,1470,7285,?,?,0,DOWN
960603,1,6,1460,5436,?,?,0,DOWN
960603,1,13,2747,6502,?,?,0,UP
960603,1,26,2991,7635,?,?,0,UP
960603,1,27,2708,7575,?,?,0,UP
960603,1,28,1616,7537,?,?,0,DOWN
960603,1,29,2991,7495,?,?,0,UP
960603,1,32,3104,7448,?,?,0,UP
960603,1,34,3574,7900,?,?,0,UP
960603,1,40,1444,7909,?,?,0,DOWN
960603,1,47,2535,7464,?,?,0,UP
960604,2,1,2535,7468,?,?,0,UP
960604,2,2,2558,7362,?,?,0,UP
960604,2,3,1994,7127,?,?,0,UP
960604,2,5,2535,6346,?,?,0,UP
960604,2,9,1444,5363,?,?,0,DOWN
960604,2,11,1450,5559,?,?,0,DOWN
960604,2,13,2535,6523,?,?,0,UP
960604,2,34,2591,8150,?,?,0,UP
960605,3,2,1568,7380,?,?,0,DOWN
960605,3,4,1564,6743,?,?,0,DOWN
960605,3,8,2535,5563,?,?,0,UP
960605,3,10,1450,5420,?,?,0,DOWN
960605,3,13,2747,6639,?,?,0,UP
960605,3,14,2747,7343,?,?,0,UP
960605,3,29,1507,7502,?,?,0,DOWN
960605,3,41,1512,7974,?,?,0,DOWN
960605,3,45,1512,7505,?,?,0,DOWN
960606,4,5,1507,6451,?,?,0,DOWN
960606,4,12,2591,6001,?,?,0,UP
960606,4,13,2794,6712,?,?,0,UP
960606,4,14,2591,7409,?,?,0,UP
960606,4,26,1506,7618,?,?,0,DOWN
960606,4,28,1462,7507,?,?,0,DOWN
960606,4,36,1512,8903,?,?,0,DOWN
960606,4,37,1507,8858,?,?,0,DOWN
960606,4,45,2629,7728,?,?,0,UP
960606,4,47,2591,7866,?,?,0,UP
960607,5,1,2591,7729,?,?,0,UP
960607,5,2,1516,7579,?,?,0,DOWN
960607,5,3,1512,7375,?,?,0,DOWN
960607,5,5,1507,6551,?,?,0,DOWN
960607,5,10,2515,5576,?,?,0,UP
960607,5,11,2558,5759,?,?,0,UP
960607,5,13,2632,6814,?,?,0,UP
960607,5,14,2632,7560,?,?,0,UP
